month_end,rank,agent,equity,return,distance_to_2x,message
2025-05-31,1,OptionsOnly_NoIntervention,1151.2176454020046,0.15121764540200466,848.7823545979954,"OptionsOnly_NoIntervention: chasing Human_SPY_BuyHold; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-05-31,2,Options_RiskRules,1105.8523517814033,0.10585235178140318,894.1476482185967,Options_RiskRules: chasing Human_SPY_BuyHold; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-05-31,3,Options_HumanOverseer,1083.2269097999147,0.08322690979991476,916.7730902000853,Options_HumanOverseer: chasing Human_SPY_BuyHold; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-05-31,4,Human_QQQ_BuyHold,1072.8503163339715,0.07285031633397154,927.1496836660285,Human_QQQ_BuyHold: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-31,5,Human_SPY_BuyHold,1050.7872473260834,0.05078724732608331,949.2127526739166,Human_SPY_BuyHold: leading now; preserving edge. Static human-style benchmark.
2025-05-31,6,Options_CommitteeVeto,1041.141935271207,0.04114193527120702,958.8580647287929,"Options_CommitteeVeto: chasing Human_SPY_BuyHold; target remains 2x. Committee veto: trend/risk agents warn risk-off, shrink options to 10%."
2025-05-31,7,Anything_CrossAssetAgent,1019.5716300733854,0.01957163007338547,980.4283699266146,"Anything_CrossAssetAgent: chasing Human_SPY_BuyHold; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-05-31,8,Human_60_40,1016.7180876490036,0.01671808764900362,983.2819123509964,Human_60_40: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-31,9,Normal_SectorStockAgent,1009.5742315777898,0.009574231577789805,990.4257684222102,Normal_SectorStockAgent: chasing Human_SPY_BuyHold; target remains 2x. Monthly sector momentum with cash buffer.
2025-06-30,1,Options_CommitteeVeto,1691.1692519302687,0.6911692519302688,308.83074806973127,Options_CommitteeVeto: chasing OptionsOnly_NoIntervention; target remains 2x. Committee veto: options proposal approved with stock hedge and reduced premium.
2025-06-30,2,OptionsOnly_NoIntervention,1656.2320000580348,0.6562320000580348,343.7679999419652,"OptionsOnly_NoIntervention: leading now; preserving edge. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-06-30,3,Options_RiskRules,1500.7742883351718,0.5007742883351718,499.22571166482817,Options_RiskRules: chasing OptionsOnly_NoIntervention; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-06-30,4,Options_HumanOverseer,1395.521629463478,0.3955216294634778,604.4783705365221,Options_HumanOverseer: chasing OptionsOnly_NoIntervention; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-06-30,5,Human_QQQ_BuyHold,1140.1431506784022,0.1401431506784021,859.8568493215978,Human_QQQ_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-06-30,6,Anything_CrossAssetAgent,1103.573233718067,0.10357323371806704,896.4267662819329,"Anything_CrossAssetAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-06-30,7,Human_SPY_BuyHold,1101.5750503588783,0.10157505035887837,898.4249496411217,Human_SPY_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-06-30,8,Normal_SectorStockAgent,1082.077943766423,0.08207794376642297,917.922056233577,Normal_SectorStockAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Monthly sector momentum with cash buffer.
2025-06-30,9,Human_60_40,1055.4392483346155,0.055439248334615554,944.5607516653845,Human_60_40: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-07-31,1,OptionsOnly_NoIntervention,3478.790561638766,2.478790561638766,-1478.7905616387661,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-07-31,2,Options_RiskRules,2658.464713944087,1.6584647139440873,-658.4647139440872,Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-07-31,3,Options_CommitteeVeto,2610.1461134926676,1.6101461134926676,-610.1461134926676,Options_CommitteeVeto: leading now; preserving edge. Committee veto: options proposal approved with stock hedge and reduced premium.
2025-07-31,4,Options_HumanOverseer,2176.9417945782834,1.1769417945782834,-176.9417945782834,Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-07-31,5,Anything_CrossAssetAgent,1210.0337654860614,0.21003376548606134,789.9662345139386,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-07-31,6,Normal_SectorStockAgent,1187.832518668715,0.1878325186687151,812.167481331285,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2025-07-31,7,Human_QQQ_BuyHold,1167.8008222530534,0.16780082225305337,832.1991777469466,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-07-31,8,Human_SPY_BuyHold,1126.9690607946627,0.12696906079466275,873.0309392053373,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-07-31,9,Human_60_40,1063.8850615276476,0.06388506152764761,936.1149384723524,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-08-31,1,Options_CommitteeVeto,2357.208102877426,1.357208102877426,-357.208102877426,Options_CommitteeVeto: chasing OptionsOnly_NoIntervention; target remains 2x. Committee veto: 2x achieved; human risk manager locks gains.
2025-08-31,2,Options_RiskRules,2334.4933090217855,1.3344933090217856,-334.49330902178554,"Options_RiskRules: chasing OptionsOnly_NoIntervention; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2025-08-31,3,Options_HumanOverseer,1771.1530998926576,0.7711530998926575,228.84690010734244,Options_HumanOverseer: chasing OptionsOnly_NoIntervention; target remains 2x. Human overseer: approve options but cap premium at 10% and park capital in SPY.
2025-08-31,4,OptionsOnly_NoIntervention,1549.196311604947,0.549196311604947,450.8036883950531,"OptionsOnly_NoIntervention: leading now; preserving edge. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-08-31,5,Human_QQQ_BuyHold,1178.9508079951875,0.17895080799518737,821.0491920048125,Human_QQQ_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-08-31,6,Anything_CrossAssetAgent,1172.1058000398355,0.17210580003983544,827.8941999601645,"Anything_CrossAssetAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-08-31,7,Normal_SectorStockAgent,1155.4014797189257,0.1554014797189256,844.5985202810743,Normal_SectorStockAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Monthly sector momentum with cash buffer.
2025-08-31,8,Human_SPY_BuyHold,1150.1144304899346,0.15011443048993467,849.8855695100654,Human_SPY_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-08-31,9,Human_60_40,1075.3068511542076,0.07530685115420765,924.6931488457924,Human_60_40: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-09-30,1,OptionsOnly_NoIntervention,2679.5358980918227,1.6795358980918227,-679.5358980918227,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-09-30,2,Options_CommitteeVeto,2443.002187718985,1.4430021877189851,-443.00218771898517,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2025-09-30,3,Options_RiskRules,2395.605489145336,1.395605489145336,-395.6054891453359,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2025-09-30,4,Options_HumanOverseer,2013.3316155981427,1.0133316155981427,-13.331615598142662,Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: approve options but cap premium at 10% and park capital in SPY.
2025-09-30,5,Human_QQQ_BuyHold,1240.9478094558217,0.24094780945582173,759.0521905441783,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-09-30,6,Anything_CrossAssetAgent,1216.247040233279,0.216247040233279,783.752959766721,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-09-30,7,Normal_SectorStockAgent,1216.066533501734,0.216066533501734,783.933466498266,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2025-09-30,8,Human_SPY_BuyHold,1187.8216686842168,0.18782166868421668,812.1783313157832,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-09-30,9,Human_60_40,1110.1984318722052,0.11019843187220513,889.8015681277948,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-10-31,1,Options_CommitteeVeto,2489.713295212951,1.489713295212951,-489.7132952129509,Options_CommitteeVeto: chasing OptionsOnly_NoIntervention; target remains 2x. Committee veto: 2x achieved; human risk manager locks gains.
2025-10-31,2,Options_RiskRules,2434.6150327440505,1.4346150327440506,-434.6150327440505,"Options_RiskRules: chasing OptionsOnly_NoIntervention; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2025-10-31,3,OptionsOnly_NoIntervention,2255.764595109397,1.255764595109397,-255.76459510939685,"OptionsOnly_NoIntervention: leading now; preserving edge. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-10-31,4,Options_HumanOverseer,2070.752945822569,1.0707529458225689,-70.75294582256902,"Options_HumanOverseer: chasing OptionsOnly_NoIntervention; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2025-10-31,5,Human_QQQ_BuyHold,1300.3177273094286,0.30031772730942863,699.6822726905714,Human_QQQ_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-10-31,6,Anything_CrossAssetAgent,1248.5768870575562,0.2485768870575562,751.4231129424438,"Anything_CrossAssetAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-10-31,7,Normal_SectorStockAgent,1239.8587427925481,0.23985874279254804,760.1412572074519,Normal_SectorStockAgent: chasing OptionsOnly_NoIntervention; target remains 2x. Monthly sector momentum with cash buffer.
2025-10-31,8,Human_SPY_BuyHold,1216.1600969034,0.2161600969034001,783.8399030966,Human_SPY_BuyHold: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-10-31,9,Human_60_40,1130.644699030328,0.13064469903032805,869.355300969672,Human_60_40: chasing OptionsOnly_NoIntervention; target remains 2x. Static human-style benchmark.
2025-11-30,1,Options_CommitteeVeto,2505.4786883021698,1.5054786883021696,-505.47868830216976,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2025-11-30,2,Options_RiskRules,2437.0699497035,1.4370699497035,-437.0699497034998,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2025-11-30,3,Options_HumanOverseer,2083.605300350868,1.083605300350868,-83.60530035086822,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2025-11-30,4,OptionsOnly_NoIntervention,1326.3751255543075,0.3263751255543075,673.6248744456925,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-11-30,5,Human_QQQ_BuyHold,1280.0036931565842,0.28000369315658413,719.9963068434158,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-11-30,6,Human_SPY_BuyHold,1218.5335592611866,0.21853355926118656,781.4664407388134,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-11-30,7,Anything_CrossAssetAgent,1192.195922553476,0.19219592255347617,807.8040774465239,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-11-30,8,Normal_SectorStockAgent,1184.034979892615,0.18403497989261486,815.965020107385,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2025-11-30,9,Human_60_40,1131.576196260713,0.13157619626071293,868.423803739287,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-12-31,1,Options_CommitteeVeto,2491.466133859557,1.4914661338595572,-491.466133859557,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2025-12-31,2,Options_RiskRules,2417.868341338997,1.4178683413389974,-417.8683413389972,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2025-12-31,3,Options_HumanOverseer,2068.8461434080805,1.0688461434080803,-68.84614340808048,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2025-12-31,4,Human_QQQ_BuyHold,1269.7846194841675,0.26978461948416754,730.2153805158325,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-12-31,5,Human_SPY_BuyHold,1215.910235830078,0.21591023583007796,784.0897641699221,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-12-31,6,Anything_CrossAssetAgent,1173.7200346162015,0.17372003461620156,826.2799653837985,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-12-31,7,Normal_SectorStockAgent,1139.2253354127888,0.1392253354127888,860.7746645872112,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2025-12-31,8,Human_60_40,1114.940751500214,0.1149407515002141,885.059248499786,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2025-12-31,9,OptionsOnly_NoIntervention,758.085020876701,-0.24191497912329896,1241.914979123299,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2026-01-31,1,Options_CommitteeVeto,2544.5711792885377,1.5445711792885377,-544.5711792885377,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2026-01-31,2,Options_RiskRules,2439.038174310628,1.4390381743106282,-439.03817431062816,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2026-01-31,3,Options_HumanOverseer,2111.644519392439,1.1116445193924394,-111.64451939243918,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2026-01-31,4,Human_QQQ_BuyHold,1285.423512972764,0.285423512972764,714.576487027236,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-01-31,5,Human_SPY_BuyHold,1233.8447931413898,0.23384479314138984,766.1552068586102,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-01-31,6,Anything_CrossAssetAgent,1194.3156642526037,0.1943156642526036,805.6843357473963,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2026-01-31,7,Normal_SectorStockAgent,1145.0648235666326,0.14506482356663275,854.9351764333674,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2026-01-31,8,Human_60_40,1124.6354570817418,0.12463545708174184,875.3645429182582,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-01-31,9,OptionsOnly_NoIntervention,478.70896732754386,-0.5212910326724561,1521.2910326724561,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2026-02-28,1,Options_CommitteeVeto,2577.001468041634,1.577001468041634,-577.0014680416339,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2026-02-28,2,Options_RiskRules,2446.8088980366224,1.4468088980366223,-446.8088980366224,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2026-02-28,3,Options_HumanOverseer,2144.452078463618,1.144452078463618,-144.4520784636179,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2026-02-28,4,Anything_CrossAssetAgent,1272.3215212380226,0.27232152123802256,727.6784787619774,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2026-02-28,5,Human_QQQ_BuyHold,1255.262744723469,0.255262744723469,744.737255276531,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-02-28,6,Human_SPY_BuyHold,1223.1733073001476,0.22317330730014762,776.8266926998524,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-02-28,7,Normal_SectorStockAgent,1142.2407749159597,0.14224077491595977,857.7592250840403,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2026-02-28,8,Human_60_40,1137.673123551743,0.137673123551743,862.326876448257,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-02-28,9,OptionsOnly_NoIntervention,540.332629035418,-0.459667370964582,1459.667370964582,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2026-03-31,1,Options_CommitteeVeto,2451.9035515219957,1.4519035515219958,-451.9035515219957,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2026-03-31,2,Options_RiskRules,2348.196917511642,1.348196917511642,-348.1969175116419,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2026-03-31,3,Options_HumanOverseer,2039.867304293787,1.0398673042937867,-39.8673042937869,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2026-03-31,4,Anything_CrossAssetAgent,1315.8878078621865,0.3158878078621865,684.1121921378135,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2026-03-31,5,Human_QQQ_BuyHold,1192.976103728326,0.19297610372832597,807.023896271674,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-03-31,6,Normal_SectorStockAgent,1162.653867830737,0.162653867830737,837.346132169263,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2026-03-31,7,Human_SPY_BuyHold,1159.5546915827751,0.15955469158277524,840.4453084172249,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-03-31,8,Human_60_40,1081.5693701330838,0.08156937013308374,918.4306298669162,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-03-31,9,OptionsOnly_NoIntervention,521.2494166757433,-0.4787505833242567,1478.7505833242567,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2026-04-30,1,Options_CommitteeVeto,2581.3755074213013,1.5813755074213014,-581.3755074213013,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2026-04-30,2,Options_RiskRules,2489.64582475782,1.4896458247578197,-489.6458247578198,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2026-04-30,3,Options_HumanOverseer,2137.407159753025,1.137407159753025,-137.4071597530251,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2026-04-30,4,Human_QQQ_BuyHold,1380.3118991660488,0.3803118991660488,619.6881008339512,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-04-30,5,Human_SPY_BuyHold,1281.4740428763344,0.28147404287633426,718.5259571236656,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-04-30,6,Anything_CrossAssetAgent,1261.1245722334438,0.2611245722334439,738.8754277665562,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2026-04-30,7,Human_60_40,1143.067130641652,0.143067130641652,856.932869358348,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-04-30,8,Normal_SectorStockAgent,1114.6050960288726,0.1146050960288727,885.3949039711274,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2026-04-30,9,OptionsOnly_NoIntervention,233.31450928172052,-0.7666854907182795,1766.6854907182794,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2026-05-01,1,Options_CommitteeVeto,2585.197548089855,1.5851975480898548,-585.197548089855,Options_CommitteeVeto: leading now; preserving edge. Committee veto: 2x achieved; human risk manager locks gains.
2026-05-01,2,Options_RiskRules,2493.8776120417715,1.4938776120417714,-493.8776120417715,"Options_RiskRules: chasing Options_CommitteeVeto; target remains 2x. Mechanical risk rules: 2x reached, lock gains into SPY/TLT and cash."
2026-05-01,3,Options_HumanOverseer,2140.3113094404493,1.1403113094404493,-140.31130944044935,"Options_HumanOverseer: chasing Options_CommitteeVeto; target remains 2x. Human overseer: target reached, approve lock-in and reject new option premium."
2026-05-01,4,Human_QQQ_BuyHold,1393.5719354315952,0.3935719354315952,606.4280645684048,Human_QQQ_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-05-01,5,Human_SPY_BuyHold,1285.02535948299,0.2850253594829901,714.9746405170099,Human_SPY_BuyHold: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-05-01,6,Anything_CrossAssetAgent,1266.3127250992557,0.26631272509925563,733.6872749007443,"Anything_CrossAssetAgent: chasing Options_CommitteeVeto; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2026-05-01,7,Human_60_40,1144.9692425885946,0.14496924258859467,855.0307574114054,Human_60_40: chasing Options_CommitteeVeto; target remains 2x. Static human-style benchmark.
2026-05-01,8,Normal_SectorStockAgent,1119.729893040969,0.11972989304096915,880.270106959031,Normal_SectorStockAgent: chasing Options_CommitteeVeto; target remains 2x. Monthly sector momentum with cash buffer.
2026-05-01,9,OptionsOnly_NoIntervention,155.01385695148795,-0.844986143048512,1844.986143048512,"OptionsOnly_NoIntervention: chasing Options_CommitteeVeto; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
